user_id,product_id,count,persona
u_0000,1969,1,breakfast_shopper
u_0000,4521,1,breakfast_shopper
u_0000,4586,1,breakfast_shopper
u_0000,4475,1,breakfast_shopper
u_0000,2391,1,breakfast_shopper
u_0000,3494,1,breakfast_shopper
u_0000,3338,1,breakfast_shopper
u_0000,3260,1,breakfast_shopper
u_0000,4142,1,breakfast_shopper
u_0000,2443,1,breakfast_shopper
u_0000,1195,1,breakfast_shopper
u_0000,198,1,breakfast_shopper
u_0000,4169,1,breakfast_shopper
u_0000,524,1,breakfast_shopper
u_0000,55,1,breakfast_shopper
u_0000,251,1,breakfast_shopper
u_0000,4318,1,breakfast_shopper
u_0000,4418,1,breakfast_shopper
u_0000,4537,1,breakfast_shopper
u_0000,2309,1,breakfast_shopper
u_0000,531,1,breakfast_shopper
u_0000,2334,1,breakfast_shopper
u_0000,3168,1,breakfast_shopper
u_0000,4166,1,breakfast_shopper
u_0000,3663,1,breakfast_shopper
u_0000,11,1,breakfast_shopper
u_0000,4454,1,breakfast_shopper
u_0000,4160,1,breakfast_shopper
u_0000,239,1,breakfast_shopper
u_0000,3602,1,breakfast_shopper
u_0000,814,1,breakfast_shopper
u_0000,4273,1,breakfast_shopper
u_0000,15,1,breakfast_shopper
u_0000,2649,1,breakfast_shopper
u_0000,54,1,breakfast_shopper
u_0000,4279,1,breakfast_shopper
u_0000,4223,1,breakfast_shopper
u_0000,2731,1,breakfast_shopper
u_0000,4304,1,breakfast_shopper
u_0001,539,1,gourmet
u_0001,1914,1,gourmet
u_0001,2113,1,gourmet
u_0001,1035,1,gourmet
u_0001,1068,1,gourmet
u_0001,2145,1,gourmet
u_0001,1323,1,gourmet
u_0001,2066,1,gourmet
u_0001,1827,1,gourmet
u_0001,347,1,gourmet
u_0001,2554,1,gourmet
u_0001,2938,1,gourmet
u_0001,691,1,gourmet
u_0001,1432,1,gourmet
u_0001,2252,1,gourmet
u_0001,706,1,gourmet
u_0001,1968,1,gourmet
u_0001,1540,1,gourmet
u_0001,2075,1,gourmet
u_0001,860,1,gourmet
u_0001,2767,1,gourmet
u_0001,983,1,gourmet
u_0001,2385,1,gourmet
u_0001,1167,1,gourmet
u_0001,1875,1,gourmet
u_0001,1033,1,gourmet
u_0001,2694,1,gourmet
u_0001,3110,1,gourmet
u_0001,1996,1,gourmet
u_0001,4711,1,gourmet
u_0001,3914,1,gourmet
u_0001,138,1,gourmet
u_0001,2711,1,gourmet
u_0001,2224,1,gourmet
u_0001,104,1,gourmet
u_0001,1890,1,gourmet
u_0001,1029,1,gourmet
u_0001,2176,1,gourmet
u_0002,2986,1,household_stocker
u_0002,731,1,household_stocker
u_0002,3215,1,household_stocker
u_0002,2895,1,household_stocker
u_0002,636,1,household_stocker
u_0002,3204,1,household_stocker
u_0002,2671,1,household_stocker
u_0002,2804,1,household_stocker
u_0002,3021,1,household_stocker
u_0002,2445,1,household_stocker
u_0002,2798,1,household_stocker
u_0002,2665,1,household_stocker
u_0002,2009,1,household_stocker
u_0002,1619,1,household_stocker
u_0002,1358,1,household_stocker
u_0002,412,1,household_stocker
u_0002,1618,1,household_stocker
u_0002,2841,1,household_stocker
u_0002,3078,1,household_stocker
u_0002,2776,1,household_stocker
u_0002,2409,1,household_stocker
u_0002,3010,1,household_stocker
u_0002,2719,1,household_stocker
u_0002,2640,1,household_stocker
u_0002,1089,1,household_stocker
u_0002,2455,1,household_stocker
u_0002,1239,1,household_stocker
u_0002,571,1,household_stocker
u_0002,1312,1,household_stocker
u_0002,255,1,household_stocker
u_0002,2465,1,household_stocker
u_0002,2589,1,household_stocker
u_0002,2764,1,household_stocker
u_0002,1684,1,household_stocker
u_0002,332,1,household_stocker
u_0002,4106,1,household_stocker
u_0002,2990,1,household_stocker
u_0002,803,1,household_stocker
u_0002,3150,1,household_stocker
u_0003,2755,1,gourmet
u_0003,638,1,gourmet
u_0003,2004,1,gourmet
u_0003,1851,1,gourmet
u_0003,1822,1,gourmet
u_0003,1314,1,gourmet
u_0003,2978,1,gourmet
u_0003,4096,1,gourmet
u_0003,670,1,gourmet
u_0003,1912,1,gourmet
u_0003,183,1,gourmet
u_0003,2347,1,gourmet
u_0003,79,1,gourmet
u_0003,3049,1,gourmet
u_0003,708,1,gourmet
u_0003,2127,1,gourmet
u_0003,1257,1,gourmet
u_0003,2306,1,gourmet
u_0003,2456,1,gourmet
u_0003,1009,1,gourmet
u_0003,1987,1,gourmet
u_0003,3456,1,gourmet
u_0003,2447,1,gourmet
u_0003,4514,1,gourmet
u_0003,752,1,gourmet
u_0003,2279,1,gourmet
u_0003,652,1,gourmet
u_0003,2233,1,gourmet
u_0003,2792,1,gourmet
u_0003,2013,1,gourmet
u_0003,1894,1,gourmet
u_0003,2229,1,gourmet
u_0003,1863,1,gourmet
u_0003,3064,1,gourmet
u_0003,2602,1,gourmet
u_0003,4183,1,gourmet
u_0003,2948,1,gourmet
u_0003,1304,1,gourmet
u_0003,2429,1,gourmet
u_0003,1886,1,gourmet
u_0003,2186,1,gourmet
u_0003,892,2,gourmet
u_0003,2554,1,gourmet
u_0003,1872,1,gourmet
u_0004,3808,1,snack_lover
u_0004,4089,1,snack_lover
u_0004,3257,1,snack_lover
u_0004,4309,1,snack_lover
u_0004,4514,1,snack_lover
u_0004,3932,1,snack_lover
u_0004,3598,1,snack_lover
u_0004,4178,1,snack_lover
u_0004,1124,1,snack_lover
u_0004,748,1,snack_lover
u_0004,3216,1,snack_lover
u_0004,4512,1,snack_lover
u_0004,2492,1,snack_lover
u_0004,2795,1,snack_lover
u_0004,1796,1,snack_lover
u_0004,3894,1,snack_lover
u_0004,3582,1,snack_lover
u_0004,1505,1,snack_lover
u_0004,3476,1,snack_lover
u_0004,3977,1,snack_lover
u_0004,4001,1,snack_lover
u_0004,408,1,snack_lover
u_0004,4946,1,snack_lover
u_0004,3435,1,snack_lover
u_0004,4290,1,snack_lover
u_0004,3483,1,snack_lover
u_0004,3906,1,snack_lover
u_0004,4539,1,snack_lover
u_0004,4123,1,snack_lover
u_0004,4193,1,snack_lover
u_0004,3565,1,snack_lover
u_0004,3692,1,snack_lover
u_0004,3618,1,snack_lover
u_0004,622,1,snack_lover
u_0004,3174,1,snack_lover
u_0004,3905,1,snack_lover
u_0004,4669,1,snack_lover
u_0004,4126,1,snack_lover
u_0004,3553,1,snack_lover
u_0004,4077,1,snack_lover
u_0004,4134,1,snack_lover
u_0004,4057,1,snack_lover
u_0004,3655,1,snack_lover
u_0004,3294,1,snack_lover
u_0004,3734,1,snack_lover
u_0004,3488,1,snack_lover
u_0004,3673,1,snack_lover
u_0004,3679,1,snack_lover
u_0005,3503,1,snack_lover
u_0005,2623,1,snack_lover
u_0005,4430,1,snack_lover
u_0005,3287,1,snack_lover
u_0005,4118,1,snack_lover
u_0005,3445,2,snack_lover
u_0005,415,1,snack_lover
u_0005,2865,1,snack_lover
u_0005,3886,1,snack_lover
u_0005,3473,1,snack_lover
u_0005,1902,1,snack_lover
u_0005,3163,1,snack_lover
u_0005,4192,1,snack_lover
u_0005,2695,1,snack_lover
u_0005,3738,1,snack_lover
u_0005,3743,1,snack_lover
u_0005,1003,1,snack_lover
u_0005,3401,1,snack_lover
u_0005,3714,1,snack_lover
u_0005,3458,2,snack_lover
u_0005,3840,1,snack_lover
u_0005,4375,1,snack_lover
u_0005,4026,1,snack_lover
u_0005,3610,1,snack_lover
u_0006,166,1,veg_cook
u_0006,2797,1,veg_cook
u_0006,588,1,veg_cook
