user_id,product_id,count,persona
u_0000,133,1,breakfast_shopper
u_0000,361,1,breakfast_shopper
u_0000,481,1,breakfast_shopper
u_0000,524,1,breakfast_shopper
u_0000,538,1,breakfast_shopper
u_0000,785,1,breakfast_shopper
u_0000,2397,1,breakfast_shopper
u_0000,2502,1,breakfast_shopper
u_0000,2574,1,breakfast_shopper
u_0000,3591,1,breakfast_shopper
u_0000,4184,1,breakfast_shopper
u_0000,4211,1,breakfast_shopper
u_0000,4223,1,breakfast_shopper
u_0000,4307,1,breakfast_shopper
u_0000,4366,1,breakfast_shopper
u_0000,4375,1,breakfast_shopper
u_0000,4380,1,breakfast_shopper
u_0000,4444,1,breakfast_shopper
u_0000,4538,1,breakfast_shopper
u_0000,4558,1,breakfast_shopper
u_0000,4576,1,breakfast_shopper
u_0000,4586,1,breakfast_shopper
u_0001,136,1,veg_cook
u_0001,466,1,veg_cook
u_0001,641,2,veg_cook
u_0001,722,1,veg_cook
u_0001,729,1,veg_cook
u_0001,902,1,veg_cook
u_0001,1253,1,veg_cook
u_0001,1263,1,veg_cook
u_0001,1640,1,veg_cook
u_0001,1847,1,veg_cook
u_0001,3498,1,veg_cook
u_0001,4527,1,veg_cook
u_0002,191,1,household_stocker
u_0002,478,1,household_stocker
u_0002,1194,1,household_stocker
u_0002,1543,1,household_stocker
u_0002,1550,1,household_stocker
u_0002,1589,1,household_stocker
u_0002,1657,1,household_stocker
u_0002,2351,1,household_stocker
u_0002,2408,1,household_stocker
u_0002,2449,1,household_stocker
u_0002,2506,1,household_stocker
u_0002,2518,1,household_stocker
u_0002,2662,1,household_stocker
u_0002,2704,1,household_stocker
u_0002,2852,1,household_stocker
u_0002,2853,1,household_stocker
u_0002,2886,1,household_stocker
u_0002,2896,1,household_stocker
u_0002,2936,1,household_stocker
u_0002,3066,1,household_stocker
u_0002,3080,1,household_stocker
u_0002,3180,1,household_stocker
u_0002,3186,1,household_stocker
u_0002,3610,1,household_stocker
u_0003,1869,1,snack_lover
u_0003,2983,1,snack_lover
u_0003,3343,1,snack_lover
u_0003,3757,1,snack_lover
u_0003,3841,1,snack_lover
u_0003,3936,1,snack_lover
u_0003,4215,1,snack_lover
u_0003,4437,1,snack_lover
u_0004,66,1,veg_cook
u_0004,228,1,veg_cook
u_0004,308,1,veg_cook
u_0004,417,1,veg_cook
u_0004,483,1,veg_cook
u_0004,501,1,veg_cook
u_0004,590,1,veg_cook
u_0004,890,1,veg_cook
u_0004,913,1,veg_cook
u_0004,1067,1,veg_cook
u_0004,1398,1,veg_cook
u_0004,1676,1,veg_cook
u_0004,2121,1,veg_cook
u_0004,2158,1,veg_cook
u_0004,2409,1,veg_cook
u_0004,2469,1,veg_cook
u_0004,3052,1,veg_cook
u_0004,3072,1,veg_cook
u_0004,3914,1,veg_cook
u_0005,51,1,fruit_lover
u_0005,111,1,fruit_lover
u_0005,160,1,fruit_lover
u_0005,303,1,fruit_lover
u_0005,317,1,fruit_lover
u_0005,464,1,fruit_lover
u_0005,498,1,fruit_lover
u_0005,562,1,fruit_lover
u_0005,1210,1,fruit_lover
u_0005,1278,1,fruit_lover
u_0005,1323,1,fruit_lover
u_0005,2146,1,fruit_lover
u_0005,2252,1,fruit_lover
u_0005,2253,1,fruit_lover
u_0005,2554,1,fruit_lover
u_0005,2869,1,fruit_lover
u_0005,3172,1,fruit_lover
u_0005,3753,1,fruit_lover
u_0006,89,1,gourmet
u_0006,265,1,gourmet
u_0006,410,1,gourmet
u_0006,502,1,gourmet
u_0006,825,1,gourmet
u_0006,890,1,gourmet
u_0006,1115,1,gourmet
u_0006,1340,1,gourmet
u_0006,1387,1,gourmet
u_0006,1501,1,gourmet
u_0006,1771,1,gourmet
u_0006,1918,1,gourmet
u_0006,2124,1,gourmet
u_0006,2272,1,gourmet
u_0006,2287,1,gourmet
u_0006,2435,1,gourmet
u_0006,2598,1,gourmet
u_0006,2601,1,gourmet
u_0006,2889,1,gourmet
u_0006,3022,1,gourmet
u_0006,3663,1,gourmet
u_0006,4436,1,gourmet
u_0006,4664,1,gourmet
u_0007,731,1,household_stocker
u_0007,1619,1,household_stocker
u_0007,2399,1,household_stocker
u_0007,2455,1,household_stocker
u_0007,2465,1,household_stocker
u_0007,2598,1,household_stocker
u_0007,2622,1,household_stocker
u_0007,2640,1,household_stocker
u_0007,2665,1,household_stocker
u_0007,2671,1,household_stocker
u_0007,2719,1,household_stocker
u_0007,2776,1,household_stocker
u_0007,2802,1,household_stocker
u_0007,2895,1,household_stocker
u_0007,2990,1,household_stocker
u_0007,3010,1,household_stocker
u_0007,4157,1,household_stocker
u_0008,708,1,gourmet
u_0008,794,1,gourmet
u_0008,1304,1,gourmet
u_0008,1851,1,gourmet
u_0008,1863,1,gourmet
u_0008,1912,1,gourmet
u_0008,2042,1,gourmet
u_0008,2093,1,gourmet
u_0008,2206,1,gourmet
u_0008,2279,1,gourmet
u_0008,2554,1,gourmet
u_0008,2948,1,gourmet
u_0008,3064,1,gourmet
u_0008,3456,1,gourmet
u_0009,183,1,snack_lover
u_0009,2591,1,snack_lover
u_0009,2839,1,snack_lover
u_0009,3226,1,snack_lover
u_0009,3437,1,snack_lover
u_0009,3701,1,snack_lover
u_0009,3843,1,snack_lover
u_0009,3851,1,snack_lover
u_0009,3905,1,snack_lover
u_0009,4073,1,snack_lover
u_0010,774,1,veg_cook
u_0010,1207,1,veg_cook
u_0010,1218,1,veg_cook
u_0010,1318,1,veg_cook
u_0010,2213,1,veg_cook
u_0010,2562,1,veg_cook
u_0010,3128,1,veg_cook
u_0010,3194,1,veg_cook
u_0011,266,1,household_stocker
u_0011,312,1,household_stocker
u_0011,505,1,household_stocker
u_0011,558,1,household_stocker
u_0011,687,1,household_stocker
