product_id,purchase_count,log_popularity,popularity_norm
0,3,1.3862943611198906,0.5781296526357756
1,3,1.3862943611198906,0.5781296526357756
2,1,0.6931471805599453,0.2890648263178878
3,2,1.0986122886681098,0.45815690999132624
4,1,0.6931471805599453,0.2890648263178878
5,4,1.6094379124341003,0.6711877414712396
6,5,1.791759469228055,0.7472217363092141
7,3,1.3862943611198906,0.5781296526357756
8,3,1.3862943611198906,0.5781296526357756
9,2,1.0986122886681098,0.45815690999132624
10,3,1.3862943611198906,0.5781296526357756
11,4,1.6094379124341003,0.6711877414712396
12,3,1.3862943611198906,0.5781296526357756
13,2,1.0986122886681098,0.45815690999132624
14,2,1.0986122886681098,0.45815690999132624
15,1,0.6931471805599453,0.2890648263178878
16,5,1.791759469228055,0.7472217363092141
17,2,1.0986122886681098,0.45815690999132624
18,3,1.3862943611198906,0.5781296526357756
19,3,1.3862943611198906,0.5781296526357756
20,3,1.3862943611198906,0.5781296526357756
21,1,0.6931471805599453,0.2890648263178878
22,0,0.0,0.0
23,2,1.0986122886681098,0.45815690999132624
24,2,1.0986122886681098,0.45815690999132624
25,3,1.3862943611198906,0.5781296526357756
26,4,1.6094379124341003,0.6711877414712396
27,5,1.791759469228055,0.7472217363092141
28,7,2.0794415416798357,0.8671944789536634
29,5,1.791759469228055,0.7472217363092141
30,5,1.791759469228055,0.7472217363092141
31,1,0.6931471805599453,0.2890648263178878
32,2,1.0986122886681098,0.45815690999132624
33,6,1.9459101490553132,0.8115075629572489
34,3,1.3862943611198906,0.5781296526357756
35,6,1.9459101490553132,0.8115075629572489
36,2,1.0986122886681098,0.45815690999132624
37,6,1.9459101490553132,0.8115075629572489
38,2,1.0986122886681098,0.45815690999132624
39,3,1.3862943611198906,0.5781296526357756
40,2,1.0986122886681098,0.45815690999132624
41,1,0.6931471805599453,0.2890648263178878
42,2,1.0986122886681098,0.45815690999132624
43,2,1.0986122886681098,0.45815690999132624
44,1,0.6931471805599453,0.2890648263178878
45,3,1.3862943611198906,0.5781296526357756
46,0,0.0,0.0
47,1,0.6931471805599453,0.2890648263178878
48,5,1.791759469228055,0.7472217363092141
49,0,0.0,0.0
50,6,1.9459101490553132,0.8115075629572489
51,3,1.3862943611198906,0.5781296526357756
52,5,1.791759469228055,0.7472217363092141
53,2,1.0986122886681098,0.45815690999132624
54,3,1.3862943611198906,0.5781296526357756
55,4,1.6094379124341003,0.6711877414712396
56,2,1.0986122886681098,0.45815690999132624
57,2,1.0986122886681098,0.45815690999132624
58,1,0.6931471805599453,0.2890648263178878
